employee_id,absence_days,absence_events,main_group
ANON_77X66X48X48X48X48X52X48X55X56X52X,46.0,58,Congés
ANON_77X66X48X48X48X48X52X48X55X56X53X,109.0,151,Maladie
ANON_77X66X48X48X48X48X52X48X56X52X49X,40.0,55,Congés
ANON_77X66X48X48X48X48X52X48X56X55X52X,33.0,41,Congés
ANON_77X66X48X48X48X48X52X48X56X55X56X,55.0,68,Congés
ANON_77X66X48X48X48X48X52X48X57X48X48X,64.0,74,Congés
ANON_77X66X48X48X48X48X52X48X57X50X57X,65.5,85,Congés
ANON_77X66X48X48X48X48X52X48X57X51X49X,53.5,61,Congés
ANON_77X66X48X48X48X48X52X48X57X53X50X,41.0,76,Congés
ANON_77X66X48X48X48X48X52X48X57X53X51X,47.5,54,Congés
ANON_77X66X48X48X48X48X52X48X57X53X52X,40.0,52,Congés
ANON_77X66X48X48X48X48X52X48X57X53X55X,45.0,50,Congés
ANON_77X66X48X48X48X48X52X48X57X53X56X,35.0,40,Congés
ANON_77X66X48X48X48X48X52X48X57X53X57X,42.5,52,Congés
ANON_77X66X48X48X48X48X52X48X57X54X52X,87.0,120,Maladie
ANON_77X66X48X48X48X48X52X48X57X54X53X,30.0,36,Congés
ANON_77X66X48X48X48X48X52X48X57X54X55X,40.0,56,Congés
ANON_77X66X48X48X48X48X52X48X57X54X56X,33.0,39,Congés
ANON_77X66X48X48X48X48X52X48X57X54X57X,37.0,42,Congés
ANON_77X66X48X48X48X48X52X48X57X55X48X,55.0,64,Congés
ANON_77X66X48X48X48X48X52X48X57X55X51X,33.0,41,Congés
ANON_77X66X48X48X48X48X52X48X57X55X56X,32.0,40,Congés
ANON_77X66X48X48X48X48X52X48X57X56X48X,31.0,38,Congés
ANON_77X66X48X48X48X48X52X48X57X56X56X,43.0,52,Congés
ANON_77X66X48X48X48X48X52X48X57X57X49X,42.5,53,Congés
ANON_77X66X48X48X48X48X52X48X57X57X51X,51.5,55,Congés
ANON_77X66X48X48X48X48X52X48X57X57X52X,31.5,37,Congés
ANON_77X66X48X48X48X48X52X48X57X57X55X,70.0,85,Congés
ANON_77X66X48X48X48X48X52X49X48X48X48X,66.5,87,Congés
ANON_77X66X48X48X48X48X52X49X48X48X49X,37.5,53,Congés
ANON_77X66X48X48X48X48X52X49X48X48X50X,41.5,42,Congés
ANON_77X66X48X48X48X48X52X49X48X48X51X,35.5,45,Congés
ANON_77X66X48X48X48X48X52X49X48X48X53X,25.0,33,Congés
ANON_77X66X48X48X48X48X52X49X48X48X55X,47.0,55,Congés
ANON_77X66X48X48X48X48X52X49X48X48X57X,36.0,47,Congés
ANON_77X66X48X48X48X48X52X49X48X49X49X,40.5,52,Congés
ANON_77X66X48X48X48X48X52X49X48X49X51X,39.0,47,Congés
ANON_77X66X48X48X48X48X52X49X48X49X55X,43.0,45,Congés
ANON_77X66X48X48X48X48X52X49X48X49X57X,35.5,45,Congés
ANON_77X66X48X48X48X48X52X49X48X50X48X,49.5,63,Congés
ANON_77X66X48X48X48X48X52X49X48X50X49X,32.0,32,Congés
ANON_77X66X48X48X48X48X52X49X48X50X51X,41.0,43,Congés
ANON_77X66X48X48X48X48X52X49X48X50X52X,49.0,62,Congés
ANON_77X66X48X48X48X48X52X49X48X50X53X,48.0,56,Congés
ANON_77X66X48X48X48X48X52X49X48X50X54X,52.5,61,Congés
ANON_77X66X48X48X48X48X52X49X48X50X55X,37.5,44,Congés
ANON_77X66X48X48X48X48X52X49X48X50X56X,46.5,52,Congés
ANON_77X66X48X48X48X48X52X49X48X50X57X,41.5,42,Congés
ANON_77X66X48X48X48X48X52X49X48X51X48X,37.0,45,Congés
ANON_77X66X48X48X48X48X52X49X48X51X49X,36.0,37,Congés
ANON_77X66X48X48X48X48X52X49X48X51X50X,28.0,34,Congés
ANON_77X66X48X48X48X48X52X49X48X51X52X,45.5,57,Congés
ANON_77X66X48X48X48X48X52X49X48X51X53X,226.0,331,Maladie
ANON_77X66X48X48X48X48X52X49X48X51X54X,29.5,40,Congés
ANON_77X66X48X48X48X48X52X49X48X51X56X,31.0,41,Congés
ANON_77X66X48X48X48X48X52X49X48X52X48X,40.5,44,Congés
ANON_77X66X48X48X48X48X52X49X48X52X49X,97.5,144,Congés
ANON_77X66X48X48X48X48X52X49X48X52X51X,43.0,53,Congés
ANON_77X66X48X48X48X48X52X49X48X52X53X,131.0,191,Congés
ANON_77X66X48X48X48X48X52X49X48X52X55X,55.0,87,Congés
ANON_77X66X48X48X48X48X52X49X48X52X56X,47.0,57,Congés
ANON_77X66X48X48X48X48X52X49X48X53X48X,83.5,119,Congés
ANON_77X66X48X48X48X48X52X49X48X53X54X,38.0,42,Congés
ANON_77X66X48X48X48X48X52X49X48X53X55X,34.5,44,Congés
ANON_77X66X48X48X48X48X52X49X48X53X56X,49.5,65,Congés
ANON_77X66X48X48X48X48X52X49X48X53X57X,38.0,44,Congés
ANON_77X66X48X48X48X48X52X49X48X54X50X,39.0,41,Congés
ANON_77X66X48X48X48X48X52X49X48X54X52X,213.0,312,Accident
ANON_77X66X48X48X48X48X52X49X48X54X53X,47.5,69,Congés
ANON_77X66X48X48X48X48X52X49X48X54X54X,34.0,44,Congés
ANON_77X66X48X48X48X48X52X49X48X54X55X,45.0,49,Congés
ANON_77X66X48X48X48X48X52X49X48X55X48X,24.0,26,Congés
ANON_77X66X48X48X48X48X52X49X48X55X50X,42.0,50,Congés
ANON_77X66X48X48X48X48X52X49X48X55X53X,57.5,71,Congés
ANON_77X66X48X48X48X48X52X49X48X56X50X,62.5,85,Maladie
ANON_77X66X48X48X48X48X52X49X48X56X51X,19.0,26,Congés
ANON_77X66X48X48X48X48X52X49X48X56X53X,29.0,34,Congés
ANON_77X66X48X48X48X48X52X49X48X56X55X,73.5,101,Congés
ANON_77X66X48X48X48X48X52X49X48X56X56X,47.0,64,Congés
ANON_77X66X48X48X48X48X52X49X48X56X57X,46.0,54,Congés
ANON_77X66X48X48X48X48X52X49X48X57X48X,42.0,56,Congés
ANON_77X66X48X48X48X48X52X49X48X57X51X,40.0,46,Congés
ANON_77X66X48X48X48X48X52X49X48X57X52X,42.0,54,Congés
ANON_77X66X48X48X48X48X52X49X48X57X54X,28.5,40,Congés
ANON_77X66X48X48X48X48X52X49X48X57X55X,38.0,45,Congés
ANON_77X66X48X48X48X48X52X49X49X48X49X,37.0,44,Congés
ANON_77X66X48X48X48X48X52X49X49X48X54X,31.0,36,Congés
ANON_77X66X48X48X48X48X52X49X49X50X50X,69.5,86,Congés
ANON_77X66X48X48X48X48X52X49X49X50X51X,160.5,225,Maladie
ANON_77X66X48X48X48X48X52X49X49X50X52X,54.0,65,Congés
ANON_77X66X48X48X48X48X52X49X49X51X48X,40.0,41,Congés
ANON_77X66X48X48X48X48X52X49X49X53X49X,39.5,50,Congés
ANON_77X66X48X48X48X48X52X49X49X53X52X,77.0,102,Maladie
ANON_77X66X48X48X48X48X52X49X49X57X50X,52.0,66,Congés
ANON_77X66X48X48X48X48X52X49X50X51X50X,37.0,47,Congés
ANON_77X66X48X48X48X48X52X49X50X53X54X,40.5,53,Congés
ANON_77X66X48X48X48X48X52X49X50X55X57X,34.0,43,Congés
ANON_77X66X48X48X48X48X52X49X50X56X55X,38.0,51,Congés
ANON_77X66X48X48X48X48X52X49X50X57X55X,41.0,50,Congés
ANON_77X66X48X48X48X48X52X49X51X48X53X,43.0,48,Congés
ANON_77X66X48X48X48X48X52X49X51X48X56X,39.5,45,Congés
ANON_77X66X48X48X48X48X52X49X51X48X57X,55.0,60,Congés
ANON_77X66X48X48X48X48X52X49X51X49X55X,62.0,68,Congés
ANON_77X66X48X48X48X48X52X49X51X51X49X,91.0,121,Congés
ANON_77X66X48X48X48X48X52X49X51X51X53X,35.5,36,Congés
ANON_77X66X48X48X48X48X52X49X51X52X57X,40.5,50,Congés
ANON_77X66X48X48X48X48X52X49X51X53X53X,100.0,137,Maladie
ANON_77X66X48X48X48X51X48X48X48X49X49X,40.5,46,Congés
ANON_77X66X48X48X48X51X48X48X48X52X51X,43.0,49,Congés
ANON_77X66X48X48X48X51X48X48X48X52X56X,39.5,48,Congés
ANON_77X66X48X48X48X51X48X48X48X53X51X,48.0,63,Congés
ANON_77X66X48X48X48X51X48X48X48X54X55X,46.0,54,Congés
ANON_77X66X48X48X48X51X48X48X49X48X48X,33.5,39,Congés
ANON_77X66X48X48X48X51X48X48X49X56X51X,39.0,49,Congés
ANON_77X66X48X48X48X51X48X48X49X56X53X,43.0,54,Congés
ANON_77X66X48X48X48X51X48X48X50X48X54X,46.0,51,Congés
ANON_77X66X48X48X48X51X48X48X50X48X57X,36.5,48,Congés
ANON_77X66X48X48X48X51X48X48X51X55X48X,53.0,67,Congés
ANON_77X66X48X48X48X51X48X48X52X48X53X,42.5,51,Congés
ANON_77X66X48X48X48X51X48X48X52X50X53X,49.0,60,Congés
ANON_77X66X48X48X48X51X48X48X52X51X50X,44.0,54,Congés
ANON_77X66X48X48X48X51X48X48X52X51X56X,30.0,40,Congés
ANON_77X66X48X48X48X51X48X48X52X52X48X,34.5,46,Congés
ANON_77X66X48X48X48X51X48X48X52X52X50X,67.0,84,Congés
ANON_77X66X48X48X48X51X48X48X53X50X48X,51.0,62,Congés
ANON_77X66X48X48X48X51X48X48X53X50X49X,57.5,69,Congés
ANON_77X66X48X48X48X51X48X48X53X53X50X,48.5,60,Congés
ANON_77X66X48X48X48X51X48X48X53X53X52X,28.0,32,Congés
ANON_77X66X48X48X48X51X48X48X53X53X53X,34.5,44,Congés
ANON_77X66X48X48X48X51X48X48X53X57X49X,43.0,52,Congés
ANON_77X66X48X48X48X51X48X48X54X49X53X,47.5,56,Congés
ANON_77X66X48X48X48X51X48X48X54X50X50X,44.0,53,Congés
ANON_77X66X48X48X48X51X48X48X54X53X56X,28.0,33,Congés
ANON_77X66X48X48X48X51X48X48X54X53X57X,35.0,44,Congés
ANON_77X66X48X48X48X51X48X48X54X54X51X,55.0,73,Congés
ANON_77X66X48X48X48X51X48X48X54X54X52X,49.0,55,Congés
ANON_77X66X48X48X48X51X48X48X54X56X48X,47.5,66,Congés
ANON_77X66X48X48X48X51X48X48X54X56X49X,32.5,36,Congés
ANON_77X66X48X48X48X51X48X48X54X56X53X,47.0,54,Congés
ANON_77X66X48X48X48X51X48X48X54X56X54X,40.5,51,Congés
ANON_77X66X48X48X48X51X48X48X54X57X49X,40.0,47,Congés
ANON_77X66X48X48X48X51X48X48X54X57X57X,30.5,43,Congés
ANON_77X66X48X48X48X51X48X48X55X49X52X,33.0,41,Congés
ANON_77X66X48X48X48X51X48X48X55X52X53X,35.0,39,Congés
ANON_77X66X48X48X48X51X48X48X55X54X49X,50.0,64,Maladie
ANON_77X66X48X48X48X51X48X48X55X55X48X,225.0,325,Maternité et paternité
ANON_77X66X48X48X48X51X48X48X55X55X52X,43.0,51,Congés
ANON_77X66X48X48X48X51X48X48X56X52X50X,41.5,49,Congés
ANON_77X66X48X48X48X51X48X48X56X53X51X,31.0,34,Congés
ANON_77X66X48X48X48X51X48X48X56X53X52X,40.0,53,Congés
ANON_77X66X48X48X48X51X48X48X56X53X55X,119.5,159,Maladie
ANON_77X66X48X48X48X51X48X48X56X55X54X,46.5,53,Congés
ANON_77X66X48X48X48X51X48X48X56X56X50X,36.0,45,Congés
ANON_77X66X48X48X48X51X48X48X57X52X48X,56.0,70,Congés
ANON_77X66X48X48X48X51X48X48X57X52X50X,52.5,60,Congés
ANON_77X66X48X48X48X51X48X48X57X52X51X,115.5,159,Maladie
ANON_77X66X48X48X48X51X48X48X57X52X52X,25.0,30,Congés
ANON_77X66X48X48X48X51X48X48X57X52X53X,43.0,55,Congés
ANON_77X66X48X48X48X51X48X48X57X52X56X,39.0,48,Congés
ANON_77X66X48X48X48X51X48X48X57X52X57X,38.0,46,Congés
ANON_77X66X48X48X48X51X48X48X57X53X48X,63.5,82,Congés
ANON_77X66X48X48X48X51X48X48X57X53X50X,145.0,209,Congés
ANON_77X66X48X48X48X51X48X48X57X53X52X,42.0,47,Congés
ANON_77X66X48X48X48X51X48X48X57X53X53X,43.5,48,Congés
ANON_77X66X48X48X48X51X48X48X57X53X54X,121.0,177,Congés
ANON_77X66X48X48X48X51X48X48X57X53X55X,36.0,42,Congés
ANON_77X66X48X48X48X51X48X48X57X53X56X,35.0,41,Congés
ANON_77X66X48X48X48X51X48X48X57X53X57X,165.0,243,Maladie
ANON_77X66X48X48X48X51X48X48X57X54X48X,47.5,57,Congés
ANON_77X66X48X48X48X51X48X48X57X54X49X,60.0,74,Congés
ANON_77X66X48X48X48X51X48X48X57X54X50X,37.0,42,Congés
ANON_77X66X48X48X48X51X48X48X57X54X51X,82.0,122,Congés
ANON_77X66X48X48X48X51X48X48X57X54X53X,106.0,154,Congés
ANON_77X66X48X48X48X51X48X48X57X54X54X,47.0,68,Maladie
ANON_77X66X48X48X48X51X48X48X57X54X55X,30.0,38,Congés
ANON_77X66X48X48X48X51X48X48X57X55X52X,78.5,107,Maladie
ANON_77X66X48X48X48X51X48X48X57X55X55X,55.0,65,Congés
ANON_77X66X48X48X48X51X48X48X57X55X56X,51.0,57,Congés
ANON_77X66X48X48X48X51X48X48X57X56X48X,82.0,101,Maladie
ANON_77X66X48X48X48X51X48X48X57X56X49X,49.5,57,Congés
ANON_77X66X48X48X48X51X48X48X57X56X50X,40.5,44,Congés
ANON_77X66X48X48X48X51X48X48X57X56X51X,30.5,42,Congés
ANON_77X66X48X48X48X51X48X48X57X56X52X,37.0,37,Congés
ANON_77X66X48X48X48X51X48X48X57X56X53X,51.0,61,Congés
ANON_77X66X48X48X48X51X48X48X57X56X54X,51.0,61,Congés
ANON_77X66X48X48X48X51X48X48X57X56X55X,20.0,22,Congés
ANON_77X66X48X48X48X51X48X48X57X56X56X,42.0,54,Congés
ANON_77X66X48X48X48X51X48X48X57X57X48X,38.0,53,Congés
ANON_77X66X48X48X48X51X48X48X57X57X50X,57.0,64,Congés
ANON_77X66X48X48X48X51X48X48X57X57X54X,64.0,70,Congés
ANON_77X66X48X48X48X51X48X48X57X57X56X,36.0,42,Congés
ANON_77X66X48X48X48X51X48X48X57X57X57X,38.5,53,Congés
ANON_77X66X48X48X48X51X48X49X48X48X49X,39.5,45,Congés
ANON_77X66X48X48X48X51X48X49X48X48X50X,9.0,9,Congés
ANON_77X66X48X48X48X51X48X49X48X48X53X,32.0,46,Congés
ANON_77X66X48X48X48X51X48X49X48X48X55X,40.0,50,Congés
ANON_77X66X48X48X48X51X48X49X48X48X56X,71.0,97,Congés
ANON_77X66X48X48X48X51X48X49X48X49X53X,32.5,43,Congés
ANON_77X66X48X48X48X51X48X49X48X49X56X,53.5,59,Congés
ANON_77X66X48X48X48X51X48X49X48X50X49X,39.0,46,Congés
ANON_77X66X48X48X48X51X48X49X48X50X50X,43.0,67,Congés
ANON_77X66X48X48X48X51X48X49X48X50X57X,36.0,38,Congés
ANON_77X66X48X48X48X51X48X49X48X51X49X,36.5,43,Congés
ANON_77X66X48X48X48X51X48X49X48X51X51X,35.5,44,Congés
ANON_77X66X48X48X48X51X48X49X48X51X54X,43.5,48,Congés
ANON_77X66X48X48X48X51X48X49X48X51X56X,113.5,155,Maladie
ANON_77X66X48X48X48X51X48X49X48X51X57X,41.5,45,Congés
ANON_77X66X48X48X48X51X48X49X48X52X48X,39.5,49,Congés
ANON_77X66X48X48X48X51X48X49X48X52X50X,40.0,52,Congés
ANON_77X66X48X48X48X51X48X49X48X52X51X,46.0,50,Congés
ANON_77X66X48X48X48X51X48X49X48X53X48X,42.0,51,Congés
ANON_77X66X48X48X48X51X48X49X48X53X57X,42.0,63,Congés
ANON_77X66X48X48X48X51X48X49X48X54X49X,46.0,66,Congés
ANON_77X66X48X48X48X51X48X49X48X54X52X,27.0,34,Congés
ANON_77X66X48X48X48X51X48X49X48X54X57X,199.0,369,Maladie
ANON_77X66X48X48X48X51X48X49X48X55X48X,43.0,52,Congés
ANON_77X66X48X48X48X51X48X49X49X53X49X,39.0,45,Congés
ANON_77X66X48X48X48X51X48X49X49X55X48X,37.5,55,Congés
ANON_77X66X48X48X48X51X48X49X50X52X51X,38.0,47,Congés
ANON_77X66X48X48X48X51X48X49X50X56X51X,55.0,73,Congés
ANON_77X66X48X48X48X51X48X49X50X56X56X,54.0,60,Absences non suivi
ANON_77X66X48X48X48X51X48X49X50X57X52X,33.5,42,Congés
ANON_77X66X48X48X48X51X48X49X51X48X57X,38.0,41,Congés
ANON_77X66X48X48X48X51X48X49X51X50X57X,44.0,55,Congés
ANON_77X66X48X48X48X51X48X49X51X51X57X,5.0,5,Congés
ANON_77X66X48X48X48X51X48X49X51X52X49X,73.0,97,Maladie
ANON_77X66X48X48X48X51X48X49X51X52X51X,110.0,157,Congés
ANON_77X66X48X48X48X51X48X49X51X52X53X,30.5,47,Congés
ANON_77X66X48X48X48X51X48X49X51X52X55X,43.0,47,Congés
ANON_77X66X48X48X48X51X48X49X51X52X57X,36.0,42,Congés
ANON_77X66X48X48X48X51X48X49X51X53X50X,61.5,85,Congés
ANON_77X66X48X48X48X51X48X49X51X53X52X,15.0,20,Congés
ANON_77X66X48X48X48X51X48X49X51X54X48X,51.0,53,Congés
ANON_77X66X48X48X48X51X48X49X51X54X49X,251.0,365,Maladie
ANON_77X66X48X48X48X51X48X49X51X54X50X,41.0,57,Congés
ANON_77X66X48X48X48X51X48X49X51X54X54X,51.0,61,Congés
ANON_77X66X48X48X48X51X48X49X51X54X55X,31.0,34,Congés
ANON_77X66X48X48X48X51X48X49X51X55X48X,32.0,36,Congés
ANON_77X66X48X48X48X51X48X49X51X55X49X,39.0,45,Congés
ANON_77X66X48X48X48X51X48X49X51X55X57X,24.0,32,Congés
ANON_77X66X48X48X48X51X48X49X51X56X48X,33.0,38,Congés
ANON_77X66X48X48X48X51X48X49X51X56X49X,53.0,58,Congés
ANON_77X66X48X48X48X51X48X49X51X56X50X,50.5,60,Congés
ANON_77X66X48X48X48X51X48X49X51X56X57X,45.0,54,Congés
ANON_77X66X48X48X48X51X48X49X51X57X53X,56.0,63,Congés
ANON_77X66X48X48X48X51X48X49X51X57X57X,22.0,31,Congés
ANON_77X66X48X48X48X51X48X49X52X48X50X,51.5,62,Congés
ANON_77X66X48X48X48X51X48X49X52X48X52X,43.0,51,Congés
ANON_77X66X48X48X48X51X48X49X52X48X53X,37.0,50,Congés
ANON_77X66X48X48X48X51X48X49X52X48X54X,50.0,58,Congés
ANON_77X66X48X48X48X51X48X49X52X48X56X,38.0,45,Congés
ANON_77X66X48X48X48X51X48X49X52X49X48X,36.5,50,Congés
ANON_77X66X48X48X48X51X48X49X52X49X49X,203.0,291,Congés
ANON_77X66X48X48X48X51X48X49X52X49X51X,47.0,54,Congés
ANON_77X66X48X48X48X51X48X49X52X49X52X,40.0,48,Congés
ANON_77X66X48X48X48X51X48X49X52X49X55X,100.0,152,Congés
ANON_77X66X48X48X48X51X48X49X52X49X57X,50.0,64,Congés
ANON_77X66X48X48X48X51X48X49X52X50X48X,37.5,47,Congés
ANON_77X66X48X48X48X51X48X49X52X50X49X,104.5,140,Maladie
ANON_77X66X48X48X48X51X48X49X52X50X50X,58.0,69,Congés
ANON_77X66X48X48X48X51X48X49X52X50X55X,20.0,26,Congés
ANON_77X66X48X48X48X51X48X49X52X50X56X,40.0,54,Congés
ANON_77X66X48X48X48X51X48X49X52X51X54X,45.5,59,Congés
ANON_77X66X48X48X48X51X48X49X52X51X57X,35.5,40,Congés
ANON_77X66X48X48X48X51X48X49X52X52X48X,35.5,44,Congés
ANON_77X66X48X48X48X51X48X49X52X52X53X,42.5,50,Congés
ANON_77X66X48X48X48X51X48X49X52X52X55X,36.0,43,Congés
ANON_77X66X48X48X48X51X48X49X52X53X48X,84.0,121,Absences Autres motifs
ANON_77X66X48X48X48X51X48X49X52X53X50X,39.0,49,Congés
ANON_77X66X48X48X48X51X48X49X52X57X54X,39.0,48,Congés
ANON_77X66X48X48X48X51X48X49X53X51X48X,26.5,31,Congés
ANON_77X66X48X48X48X51X48X49X53X53X50X,29.0,29,Congés
ANON_77X66X48X48X48X51X48X49X53X57X57X,28.0,30,Congés
ANON_77X66X48X48X48X51X48X49X54X48X49X,48.0,61,Congés
ANON_77X66X48X48X48X51X48X49X54X50X51X,42.5,48,Congés
ANON_77X66X48X48X48X51X48X49X54X50X54X,36.0,43,Congés
ANON_77X66X48X48X48X51X48X49X54X51X57X,73.0,112,Maladie
ANON_77X66X48X48X48X51X48X49X54X52X48X,46.0,55,Congés
ANON_77X66X48X48X48X51X48X49X55X48X53X,33.5,44,Congés
ANON_77X66X48X48X48X51X48X49X55X49X55X,28.5,35,Congés
ANON_77X66X48X48X48X51X48X49X55X50X53X,31.5,39,Congés
ANON_77X66X48X48X48X51X48X49X55X50X54X,45.5,54,Congés
ANON_77X66X48X48X48X51X48X49X55X52X57X,29.5,38,Congés
ANON_77X66X48X48X48X51X48X49X55X53X48X,44.5,54,Congés
ANON_77X66X48X48X48X51X48X49X55X55X55X,60.0,67,Congés
ANON_77X66X48X48X48X51X48X49X55X56X50X,25.5,33,Congés
ANON_77X66X48X48X48X51X48X49X56X48X55X,188.5,268,Maternité et paternité
ANON_77X66X48X48X48X51X48X49X56X49X50X,24.5,32,Congés
ANON_77X66X48X48X48X51X48X49X56X54X51X,226.0,323,Maternité et paternité
ANON_77X66X48X48X48X51X48X49X56X55X54X,40.0,46,Congés
ANON_77X66X48X48X57X48X49X56X50X56X52X,38.5,49,Congés
ANON_77X66X48X48X57X48X49X56X51X48X56X,38.0,51,Congés
ANON_77X66X48X48X57X48X49X56X51X57X57X,11.0,14,Congés
ANON_77X66X48X48X57X48X49X56X52X51X53X,40.0,48,Congés
ANON_77X66X48X48X57X48X49X56X52X51X54X,34.0,42,Congés
ANON_77X66X48X48X57X48X49X56X52X51X55X,37.5,47,Congés
ANON_77X66X48X48X57X48X49X56X52X51X57X,43.0,59,Maternité et paternité
ANON_77X66X48X48X57X48X49X56X52X53X57X,29.0,34,Congés
ANON_77X66X48X48X57X48X49X56X52X54X57X,48.0,57,Congés
ANON_77X66X48X48X57X48X49X56X52X55X50X,35.0,47,Congés
ANON_77X66X48X48X57X48X49X56X52X55X51X,26.0,36,Congés
ANON_77X66X48X48X57X48X49X56X52X55X53X,40.0,54,Congés
ANON_77X66X48X48X57X48X49X56X53X53X48X,23.0,29,Congés
ANON_77X66X48X48X57X48X49X56X53X55X57X,34.0,36,Congés
ANON_77X66X48X48X57X48X49X56X53X56X48X,44.0,49,Congés
ANON_77X66X48X48X57X48X49X56X53X56X49X,31.5,36,Congés
ANON_77X66X48X48X57X48X49X56X53X56X52X,71.5,100,Congés
ANON_77X66X48X48X57X48X49X56X53X56X55X,51.0,64,Congés
ANON_77X66X48X48X57X48X49X56X53X57X48X,35.5,38,Congés
ANON_77X66X48X48X57X48X49X56X53X57X50X,28.0,35,Congés
ANON_77X66X48X48X57X48X49X56X53X57X51X,59.0,76,Congés
ANON_77X66X48X48X57X48X49X56X53X57X53X,38.0,44,Congés
ANON_77X66X48X48X57X48X49X56X53X57X55X,51.0,60,Congés
ANON_77X66X48X48X57X48X49X56X54X48X57X,43.5,56,Congés
ANON_77X66X48X48X57X48X54X52X54X50X48X,50.5,58,Congés
ANON_77X66X48X48X57X48X54X52X55X53X49X,187.0,272,Congés
ANON_77X66X48X48X57X48X54X52X55X53X50X,33.0,38,Congés
ANON_77X66X48X48X57X48X54X52X55X53X54X,58.0,72,Congés
ANON_77X66X48X48X57X48X54X52X56X51X53X,56.0,70,Congés
ANON_77X66X48X48X57X48X54X52X56X56X51X,56.0,64,Congés
ANON_77X66X48X48X57X48X55X54X51X54X54X,38.0,44,Congés
ANON_77X66X48X48X57X48X55X54X54X52X57X,49.0,62,Congés
ANON_77X66X48X48X57X48X55X54X56X52X49X,21.5,29,Congés
ANON_77X66X48X48X57X48X55X54X57X54X50X,63.5,109,Congés
ANON_77X66X48X48X57X48X55X55X54X51X54X,43.0,60,Congés
ANON_77X66X48X48X57X48X55X55X54X51X56X,67.5,100,Congés
ANON_77X66X48X48X57X49X48X49X49X55X51X,47.0,56,Congés
ANON_77X66X48X48X57X49X48X49X51X50X57X,54.0,68,Congés
ANON_77X66X48X48X57X49X48X49X52X50X55X,29.0,34,Congés
ANON_77X66X48X48X57X49X48X49X53X49X52X,56.5,62,Congés
ANON_77X66X48X48X57X49X48X49X53X50X53X,148.0,207,Maternité et paternité
ANON_77X66X48X48X57X49X48X49X55X48X50X,61.0,74,Congés
ANON_77X66X48X48X57X49X49X48X51X50X48X,30.0,38,Congés
ANON_77X66X48X48X57X49X49X49X50X50X52X,47.5,55,Congés
ANON_77X66X48X48X57X49X49X49X51X52X54X,40.5,55,Congés
ANON_77X66X48X48X57X49X49X49X52X48X51X,96.5,113,Absences non suivi
ANON_77X66X48X48X57X49X49X49X52X57X50X,46.5,60,Congés
ANON_77X66X48X48X57X49X49X49X53X56X51X,48.0,62,Congés
ANON_77X66X48X48X57X49X49X49X56X55X55X,54.0,65,Congés
ANON_77X66X48X48X57X49X49X50X54X51X51X,39.0,39,Congés
ANON_77X66X48X48X57X49X49X50X54X52X51X,8.0,10,Congés
ANON_77X66X48X48X57X49X49X50X57X50X49X,44.5,49,Congés
ANON_77X66X48X48X57X49X49X50X57X57X49X,54.5,65,Congés
ANON_77X66X48X48X57X49X49X51X50X53X56X,38.5,47,Congés
ANON_77X66X48X48X57X49X49X51X52X53X53X,7.0,9,Congés
ANON_77X66X48X48X57X49X49X51X54X50X57X,44.0,51,Congés
ANON_77X66X48X48X57X49X49X51X56X51X53X,60.0,81,Congés
ANON_77X66X48X48X57X49X49X51X56X51X56X,98.5,133,Maternité et paternité
ANON_77X66X48X48X57X49X49X51X56X54X55X,38.5,61,Congés
ANON_77X66X48X48X57X49X49X51X57X48X52X,69.5,95,Congés
ANON_77X66X48X48X57X49X49X52X48X53X48X,38.5,49,Congés
ANON_77X66X48X48X57X49X49X52X50X57X48X,43.0,52,Congés
ANON_77X66X48X48X57X49X49X52X52X49X57X,43.0,53,Congés
ANON_77X66X48X48X57X49X49X52X52X50X48X,46.5,51,Congés
ANON_77X66X48X48X57X49X49X52X52X50X49X,40.5,48,Congés
ANON_77X66X48X48X57X49X49X52X52X50X50X,41.0,47,Congés
ANON_77X66X48X48X57X49X49X52X52X50X54X,34.5,39,Congés
ANON_77X66X48X48X57X49X49X52X52X50X55X,44.0,53,Congés
ANON_77X66X48X48X57X49X49X52X52X50X57X,75.5,100,Congés
ANON_77X66X48X48X57X49X49X52X55X52X50X,44.5,54,Congés
ANON_77X66X48X48X57X49X49X52X56X52X53X,40.5,56,Congés
ANON_77X66X48X48X57X49X49X52X57X54X51X,26.0,28,Congés
ANON_77X66X48X48X57X49X49X52X57X54X52X,30.0,37,Congés
ANON_77X66X48X48X57X49X49X53X48X50X50X,31.5,41,Congés
ANON_77X66X48X48X57X49X49X53X51X52X54X,40.0,52,Congés
ANON_77X66X48X48X57X49X49X53X52X48X48X,227.0,321,Maternité et paternité
ANON_77X66X48X48X57X49X49X53X54X54X48X,66.0,84,Congés
ANON_77X66X48X48X57X49X49X53X55X55X48X,41.0,52,Congés
ANON_77X66X48X48X57X49X49X53X55X55X49X,37.0,38,Congés
ANON_77X66X48X48X57X49X49X53X55X56X49X,36.0,36,Congés
ANON_77X66X48X48X57X49X49X53X56X50X51X,29.5,39,Congés
ANON_77X66X48X48X57X49X49X54X48X49X55X,40.5,54,Congés
ANON_77X66X48X48X57X49X49X54X48X51X53X,2.0,2,Congés
ANON_77X66X48X48X57X49X49X54X55X49X51X,42.5,51,Congés
ANON_77X66X48X48X57X49X49X54X55X50X54X,40.0,43,Congés
ANON_77X66X48X48X57X49X49X54X55X52X53X,21.0,28,Congés
